Hour,Load,Existing Onshore Wind,Existing Fixed PV,Existing Single Axis PV,Existing Rooftop PV,Proposed Onshore Wind,Proposed Single Axis PV,Proposed Rooftop PV
826,"2,743.73",487.42,6.40,123.90,871.48,"2,956.45","2,566.13",871.48
827,"2,803.04",362.90,8.10,133.45,"1,120.42","1,997.71","2,714.83","1,120.42"
828,"2,931.55",230.75,8.93,134.85,"1,289.71","1,262.92","2,826.83","1,289.71"
829,"3,040.26",146.67,8.55,139.33,"1,322.86",900.49,"2,882.46","1,322.86"
830,"3,174.39",123.04,9.31,140.02,"1,297.94",687.54,"2,965.97","1,297.94"
831,"3,308.65",137.14,8.39,139.46,"1,190.29",738.42,"2,905.32","1,190.29"
832,"3,480.27",197.68,7.01,136.74,952.03,914.42,"2,868.96",952.03
833,"3,723.52",241.48,4.92,126.54,690.83,"1,102.85","2,660.72",690.83
834,"3,872.93",262.20,2.34,75.14,357.37,"1,091.65","1,615.12",357.37
835,"3,903.47",266.80,0.63,15.94,96.75,"1,313.51",341.51,96.75
836,"3,786.53",329.62,0.00,0.00,0.00,"1,892.96",0.00,0.00
837,"3,576.74",376.00,0.00,0.00,0.00,"2,333.18",0.00,0.00
838,"3,261.21",427.15,0.00,0.00,0.00,"2,489.79",0.00,0.00
839,"2,935.39",475.33,0.00,0.00,0.00,"2,468.03",0.00,0.00
840,"2,672.41",498.46,0.00,0.00,0.00,"2,519.81",0.00,0.00
841,"2,475.45",484.05,0.00,0.00,0.00,"2,558.50",0.00,0.00
842,"2,376.19",478.08,0.00,0.00,0.00,"2,681.70",0.00,0.00
843,"2,285.47",516.20,0.00,0.00,0.00,"2,997.06",0.00,0.00
844,"2,215.81",590.42,0.00,0.00,0.00,"3,641.28",0.00,0.00
845,"2,176.21",665.01,0.00,0.00,0.00,"4,277.62",0.00,0.00
846,"2,156.03",691.06,0.00,0.00,0.07,"4,635.66",0.88,0.07
847,"2,139.76",652.24,0.79,9.51,95.54,"4,567.06",372.34,95.54
848,"2,137.18",494.08,1.46,70.80,186.51,"3,302.08","1,445.92",186.51
849,"2,209.26",345.31,4.01,112.88,533.65,"2,509.85","2,344.34",533.65
850,"2,322.34",300.00,6.44,125.64,888.25,"2,324.49","2,646.60",888.25
851,"2,492.35",189.23,8.27,132.07,"1,157.10","1,960.46","2,799.87","1,157.10"
852,"2,651.25",117.10,9.45,137.15,"1,333.88","1,645.41","2,914.51","1,333.88"
853,"2,760.41",82.82,9.80,139.74,"1,408.85","1,277.09","2,974.34","1,408.85"
854,"2,888.15",54.06,9.68,140.51,"1,390.90",862.82,"2,984.77","1,390.90"
855,"3,038.47",50.82,8.76,139.71,"1,278.74",590.07,"2,974.31","1,278.74"
856,"3,175.24",43.55,7.21,136.32,"1,065.54",496.93,"2,942.48","1,065.54"
857,"3,404.08",46.17,4.97,127.13,747.42,608.06,"2,723.15",747.42
858,"3,609.96",50.53,2.38,75.16,371.12,616.80,"1,671.48",371.12
859,"3,710.23",96.37,0.62,15.76,98.44,"1,348.93",350.44,98.44
860,"3,593.59",164.12,0.00,0.00,0.00,"1,721.56",0.00,0.00
861,"3,379.72",203.77,0.00,0.00,0.00,"1,455.28",0.00,0.00
862,"3,105.46",221.70,0.00,0.00,0.00,"1,336.53",0.00,0.00
863,"2,838.02",248.52,0.00,0.00,0.00,"1,285.67",0.00,0.00
864,"2,603.94",259.88,0.00,0.00,0.00,"1,327.16",0.00,0.00
865,"2,437.56",216.63,0.00,0.00,0.00,"1,551.67",0.00,0.00
866,"2,339.50",187.93,0.00,0.00,0.00,"2,005.35",0.00,0.00
867,"2,241.10",202.05,0.00,0.00,0.00,"2,432.12",0.00,0.00
868,"2,179.55",220.60,0.00,0.00,0.00,"2,709.49",0.00,0.00
869,"2,141.34",275.85,0.00,0.00,0.00,"2,895.35",0.00,0.00
870,"2,135.76",346.81,0.00,0.00,0.06,"2,951.88",0.73,0.06
871,"2,105.27",355.67,0.77,8.74,89.30,"3,071.12",375.41,89.30
872,"2,007.16",327.54,1.51,68.10,186.46,"2,880.37","1,397.05",186.46
873,"1,885.56",339.28,4.02,107.00,524.30,"2,853.69","2,249.64",524.30
874,"1,788.80",391.22,6.55,122.31,848.97,"3,390.85","2,552.93",848.97
875,"1,844.28",430.28,8.44,125.94,"1,023.93","3,826.23","2,602.71","1,023.93"
876,"1,946.89",596.18,9.41,135.17,"1,114.00","4,400.43","2,687.45","1,114.00"
877,"2,041.10",774.98,8.62,135.58,822.15,"5,200.72","2,686.69",822.15
878,"1,869.15",789.23,5.61,130.69,781.34,"5,726.19","2,325.62",781.34
879,"1,699.89",873.56,7.11,122.27,962.58,"5,943.39","2,368.53",962.58
880,"2,000.72",953.14,5.07,95.14,708.94,"5,865.50","2,121.09",708.94
881,"2,199.07",982.03,4.30,65.01,465.35,"5,774.08","1,902.27",465.35
882,"2,234.00","1,002.09",1.66,36.47,119.32,"5,997.60","1,123.74",119.32
883,"2,205.86",988.02,0.27,7.57,26.59,"5,843.31",139.52,26.59
884,"2,160.40",946.08,0.00,0.00,0.00,"5,704.54",0.00,0.00
885,"2,099.99",928.94,0.00,0.00,0.00,"5,558.83",0.00,0.00
886,"1,981.15",922.13,0.00,0.00,0.00,"4,807.56",0.00,0.00
887,"1,882.55",883.88,0.00,0.00,0.00,"4,907.70",0.00,0.00
888,"1,814.85",807.34,0.00,0.00,0.00,"5,291.80",0.00,0.00
889,"1,780.96",710.32,0.00,0.00,0.00,"5,090.58",0.00,0.00
890,"1,751.36",582.82,0.00,0.00,0.00,"4,729.25",0.00,0.00
891,"1,761.22",476.31,0.00,0.00,0.00,"4,366.02",0.00,0.00
892,"1,755.22",449.85,0.00,0.00,0.00,"4,031.66",0.00,0.00
893,"1,782.81",445.47,0.00,0.00,0.00,"3,758.10",0.00,0.00
894,"1,884.86",444.24,0.00,0.00,0.05,"3,540.99",0.46,0.05
895,"1,980.79",443.91,0.77,19.40,80.99,"3,114.61",358.27,80.99
896,"1,964.34",470.41,1.45,71.95,196.74,"3,826.79","1,362.92",196.74
897,"1,778.14",451.83,4.02,110.63,498.28,"4,050.87","1,984.46",498.28
898,"1,673.10",453.22,5.57,127.76,641.41,"4,014.01","2,269.62",641.41
899,"1,594.93",503.33,6.25,131.20,887.52,"4,247.46","2,427.34",887.52
900,"1,491.38",576.53,5.68,140.18,861.22,"4,481.22","2,565.23",861.22
901,"1,440.23",617.97,8.07,140.96,"1,136.47","4,675.39","2,689.14","1,136.47"
902,"1,424.09",636.83,7.86,140.96,998.87,"4,808.67","2,767.05",998.87
903,"1,470.85",640.47,7.06,140.96,"1,003.39","4,860.54","2,853.58","1,003.39"
904,"1,626.28",656.53,6.81,140.96,831.41,"4,893.74","2,959.82",831.41
905,"1,878.86",666.87,5.13,134.65,715.41,"4,878.94","2,862.81",715.41
906,"2,141.39",645.24,2.49,79.71,362.23,"4,706.88","1,698.31",362.23
907,"2,335.37",609.74,0.62,16.18,91.62,"4,609.34",342.72,91.62
908,"2,398.52",546.55,0.00,0.00,0.00,"4,269.15",0.00,0.00
909,"2,299.97",533.26,0.00,0.00,0.00,"3,785.67",0.00,0.00
910,"2,150.06",499.37,0.00,0.00,0.00,"3,101.79",0.00,0.00
911,"2,016.81",451.92,0.00,0.00,0.00,"2,486.26",0.00,0.00
912,"1,913.84",413.89,0.00,0.00,0.00,"2,136.06",0.00,0.00
913,"1,843.12",406.59,0.00,0.00,0.00,"1,902.68",0.00,0.00
914,"1,780.27",403.42,0.00,0.00,0.00,"1,730.59",0.00,0.00
915,"1,766.00",380.71,0.00,0.00,0.00,"1,559.96",0.00,0.00
916,"1,778.35",360.14,0.00,0.00,0.00,"1,433.38",0.00,0.00
917,"1,802.84",376.08,0.00,0.00,0.00,"1,395.11",0.00,0.00
918,"1,893.55",390.80,0.00,0.00,0.05,"1,548.80",0.47,0.05
919,"1,996.42",333.41,0.75,21.46,86.48,"1,161.26",385.33,86.48
920,"1,990.58",309.50,1.47,72.69,186.33,999.12,"1,467.38",186.33
921,"1,811.47",285.22,4.06,116.90,534.57,814.05,"2,401.05",534.57
922,"1,625.54",225.34,6.64,130.04,847.63,584.92,"2,645.67",847.63
923,"1,602.36",159.85,8.50,136.73,"1,117.09",442.20,"2,774.71","1,117.09"
924,"1,546.92",95.50,9.62,140.02,"1,277.52",394.18,"2,861.97","1,277.52"
925,"1,427.99",52.20,9.80,140.96,"1,373.93",470.32,"2,905.04","1,373.93"
926,"1,368.51",43.54,9.80,140.96,"1,352.82",661.66,"2,891.22","1,352.82"
927,"1,466.78",75.46,9.07,140.96,"1,210.07","1,092.91","2,873.98","1,210.07"
928,"1,643.39",150.81,7.45,140.96,990.10,"1,769.58","2,842.62",990.10
929,"1,914.77",276.36,5.15,133.04,707.20,"2,372.78","2,686.59",707.20
930,"2,213.32",342.53,2.44,79.25,368.67,"2,519.50","1,678.46",368.67
931,"2,434.74",368.49,0.60,15.70,91.08,"2,555.15",331.43,91.08
932,"2,494.51",418.55,0.00,0.00,0.00,"2,588.18",0.00,0.00
933,"2,402.24",437.89,0.00,0.00,0.00,"2,595.69",0.00,0.00
934,"2,245.19",480.28,0.00,0.00,0.00,"2,592.08",0.00,0.00
935,"2,087.83",501.56,0.00,0.00,0.00,"2,584.44",0.00,0.00
936,"1,976.36",503.86,0.00,0.00,0.00,"2,574.86",0.00,0.00
937,"1,905.70",520.34,0.00,0.00,0.00,"2,487.43",0.00,0.00
938,"1,845.74",525.10,0.00,0.00,0.00,"2,289.00",0.00,0.00
939,"1,809.49",525.83,0.00,0.00,0.00,"2,130.02",0.00,0.00
940,"1,806.29",515.95,0.00,0.00,0.00,"1,945.69",0.00,0.00
941,"1,823.88",513.29,0.00,0.00,0.00,"1,827.58",0.00,0.00
942,"1,923.35",445.44,0.00,0.00,0.04,"1,397.78",0.33,0.04
943,"2,017.90",377.36,0.73,20.95,85.18,"1,107.16",375.91,85.18
944,"1,979.68",277.78,1.48,72.01,185.93,739.35,"1,473.22",185.93
945,"1,774.87",178.60,4.07,115.50,540.06,554.39,"2,420.07",540.06
946,"1,562.58",135.22,6.58,128.43,898.91,431.84,"2,703.79",898.91
947,"1,439.02",85.52,8.47,134.68,"1,174.99",333.17,"2,865.17","1,174.99"
948,"1,427.52",43.97,9.67,138.02,"1,355.55",246.94,"2,953.09","1,355.55"
949,"1,441.34",39.43,9.80,140.96,"1,441.25",325.81,"2,998.85","1,441.25"
950,"1,505.21",67.84,9.80,140.96,"1,435.46",686.36,"2,997.91","1,435.46"
951,"1,613.11",145.81,8.99,140.96,"1,319.49","1,504.77","2,991.12","1,319.49"
952,"1,803.47",243.98,7.39,139.65,"1,096.03","2,064.30","2,974.04","1,096.03"
953,"2,123.93",295.90,5.11,131.14,768.24,"2,443.64","2,794.74",768.24
954,"2,432.31",301.62,2.42,77.71,377.31,"2,404.61","1,696.56",377.31
955,"2,634.49",352.39,0.58,15.07,91.59,"2,939.62",333.72,91.59
956,"2,651.13",449.38,0.00,0.00,0.00,"3,844.46",0.00,0.00
957,"2,549.47",504.00,0.00,0.00,0.00,"4,221.13",0.00,0.00
958,"2,375.59",528.30,0.00,0.00,0.00,"4,275.99",0.00,0.00
959,"2,192.84",538.59,0.00,0.00,0.00,"4,110.80",0.00,0.00
960,"2,051.64",529.12,0.00,0.00,0.00,"3,845.79",0.00,0.00
961,"1,960.69",520.56,0.00,0.00,0.00,"3,677.94",0.00,0.00
962,"1,913.01",525.09,0.00,0.00,0.00,"3,731.22",0.00,0.00
963,"1,893.55",525.84,0.00,0.00,0.00,"3,945.53",0.00,0.00
964,"1,882.97",532.72,0.00,0.00,0.00,"4,018.53",0.00,0.00
965,"1,893.76",553.75,0.00,0.00,0.00,"4,109.83",0.00,0.00
966,"1,977.48",503.51,0.00,0.00,0.03,"3,952.05",0.17,0.03
967,"2,071.53",472.44,0.71,19.95,86.08,"3,375.70",369.18,86.08
968,"2,067.38",305.57,1.46,70.72,188.37,"2,352.14","1,449.67",188.37
969,"1,893.73",240.05,4.05,114.14,540.10,"1,672.10","2,381.06",540.10
970,"1,744.83",185.81,6.53,126.82,902.70,"1,115.95","2,674.00",902.70
971,"1,722.96",145.28,8.35,132.62,"1,168.64",764.16,"2,811.57","1,168.64"
972,"1,856.23",127.56,9.55,137.57,"1,340.67",581.47,"2,919.79","1,340.67"
973,"2,055.32",112.33,9.80,139.97,"1,412.32",547.39,"2,971.93","1,412.32"
974,"2,310.37",103.60,9.64,139.61,"1,394.80",628.24,"2,949.51","1,394.80"
975,"2,572.34",119.69,8.65,137.63,"1,284.83","1,068.83","2,906.15","1,284.83"
976,"2,861.72",160.42,7.17,115.74,"1,078.02","1,614.03","2,798.70","1,078.02"
977,"3,160.81",217.22,5.03,73.38,759.78,"1,939.01","2,556.86",759.78
978,"3,398.94",286.42,2.36,36.16,375.55,"2,077.43","1,417.66",375.55
979,"3,470.42",367.74,0.54,7.10,89.02,"2,637.99",258.01,89.02
980,"3,307.93",401.38,0.00,0.00,0.00,"3,025.01",0.00,0.00
981,"3,072.57",342.68,0.00,0.00,0.00,"2,884.33",0.00,0.00
982,"2,779.18",358.73,0.00,0.00,0.00,"2,867.85",0.00,0.00
983,"2,538.31",367.46,0.00,0.00,0.00,"2,524.08",0.00,0.00
984,"2,362.44",381.40,0.00,0.00,0.00,"1,957.00",0.00,0.00
985,"2,223.32",441.81,0.00,0.00,0.00,"1,687.28",0.00,0.00
986,"2,124.50",443.28,0.00,0.00,0.00,"1,350.74",0.00,0.00
987,"2,074.62",379.63,0.00,0.00,0.00,"1,121.36",0.00,0.00
988,"2,044.69",292.01,0.00,0.00,0.00,"1,177.02",0.00,0.00
989,"2,061.28",232.93,0.00,0.00,0.00,"1,398.74",0.00,0.00
990,"2,150.33",164.66,0.00,0.00,0.00,"1,424.05",0.02,0.00
991,"2,281.37",174.29,0.37,8.39,78.24,"1,428.62",227.95,78.24
992,"2,306.23",112.96,1.28,47.84,192.99,733.56,946.33,192.99
993,"2,253.51",136.79,2.88,93.64,484.61,619.91,"1,872.75",484.61
994,"2,227.09",157.92,5.63,110.71,827.98,623.22,"2,269.20",827.98
995,"2,302.32",178.59,7.28,115.59,903.43,655.01,"2,558.56",903.43
996,"2,376.29",201.49,8.80,123.19,"1,194.54",865.77,"2,664.86","1,194.54"
997,"2,358.92",217.94,9.21,127.76,"1,323.90","1,116.10","2,707.85","1,323.90"
998,"2,432.44",228.49,8.02,126.53,"1,224.97","1,384.67","2,587.49","1,224.97"
999,"2,582.47",257.43,6.08,115.08,"1,170.11","1,896.03","2,179.70","1,170.11"
"1,000","2,752.64",187.83,6.05,52.63,924.41,"2,032.03","1,650.86",924.41
"1,001","3,091.93",263.07,4.03,50.87,714.69,"2,247.41","1,338.61",714.69
"1,002","3,225.65",189.60,2.03,21.25,337.51,"2,064.35",764.76,337.51
"1,003","3,101.62",136.60,0.40,4.34,79.28,"1,563.31",134.50,79.28
"1,004","3,032.79",99.62,0.00,0.00,0.00,829.04,0.00,0.00
"1,005","2,865.72",136.54,0.00,0.00,0.00,347.91,0.00,0.00
"1,006","2,632.28",88.02,0.00,0.00,0.00,356.16,0.00,0.00
"1,007","2,405.37",97.84,0.00,0.00,0.00,378.93,0.00,0.00
"1,008","2,234.73",124.11,0.00,0.00,0.00,451.28,0.00,0.00
"1,009","2,150.65",118.17,0.00,0.00,0.00,437.27,0.00,0.00
"1,010","2,069.83",79.36,0.00,0.00,0.00,479.62,0.00,0.00
"1,011","2,003.83",63.82,0.00,0.00,0.00,510.83,0.00,0.00
"1,012","1,977.41",61.84,0.00,0.00,0.00,476.87,0.00,0.00
"1,013","1,955.17",81.26,0.00,0.00,0.00,557.05,0.00,0.00
"1,014","1,972.59",113.42,0.00,0.00,0.00,727.68,0.00,0.00
"1,015","1,966.31",134.04,0.60,11.15,74.72,583.49,254.62,74.72
"1,016","1,920.12",99.59,1.53,59.32,194.53,708.31,"1,155.00",194.53
"1,017","1,776.63",107.67,3.95,85.76,508.26,880.17,"1,926.64",508.26
"1,018","1,499.38",117.93,6.34,93.39,838.36,"1,013.67","2,174.27",838.36
"1,019","1,347.21",127.46,7.61,116.36,"1,082.36","1,242.15","2,326.74","1,082.36"
"1,020","1,312.50",120.38,8.70,111.04,"1,276.94","1,706.98","2,381.16","1,276.94"
"1,021","1,317.21",142.89,9.40,122.42,"1,398.06","2,051.80","2,547.75","1,398.06"
"1,022","1,366.53",197.19,9.73,108.66,"1,402.53","2,422.07","2,649.12","1,402.53"
"1,023","1,468.77",241.58,8.94,128.66,"1,297.44","2,701.76","2,658.02","1,297.44"
"1,024","1,660.52",275.46,7.34,136.75,"1,067.46","3,214.51","2,652.28","1,067.46"
"1,025","2,000.35",323.78,5.05,122.37,756.09,"3,427.43","2,460.74",756.09
"1,026","2,294.56",382.85,2.38,70.09,369.17,"3,338.81","1,539.84",369.17
"1,027","2,470.30",357.81,0.52,12.00,83.89,"3,184.39",283.55,83.89
"1,028","2,474.28",361.16,0.00,0.00,0.00,"3,496.16",0.00,0.00
"1,029","2,380.35",469.94,0.00,0.00,0.00,"3,680.50",0.00,0.00
"1,030","2,252.01",512.52,0.00,0.00,0.00,"3,545.63",0.00,0.00
"1,031","2,157.47",490.42,0.00,0.00,0.00,"3,288.30",0.00,0.00
"1,032","2,017.38",416.74,0.00,0.00,0.00,"3,114.20",0.00,0.00
"1,033","1,942.53",340.24,0.00,0.00,0.00,"2,820.80",0.00,0.00
"1,034","1,875.60",284.52,0.00,0.00,0.00,"2,678.32",0.00,0.00
"1,035","1,827.06",259.02,0.00,0.00,0.00,"2,619.09",0.00,0.00
"1,036","1,810.68",261.71,0.00,0.00,0.00,"2,532.93",0.00,0.00
"1,037","1,805.86",275.20,0.00,0.00,0.00,"2,483.30",0.00,0.00
"1,038","1,830.03",197.71,0.00,0.00,0.00,"1,781.05",0.00,0.00
"1,039","1,796.82",215.22,0.65,17.73,78.04,"1,770.10",322.11,78.04
"1,040","1,689.67",152.30,1.39,66.30,178.88,"1,544.71","1,232.84",178.88
"1,041","1,452.74",115.78,4.04,106.39,536.22,"1,158.76","2,151.16",536.22
"1,042","1,265.83",70.34,6.52,123.31,893.57,727.53,"2,497.73",893.57
"1,043","1,202.22",34.97,8.35,131.62,"1,165.08",465.39,"2,726.53","1,165.08"
"1,044","1,283.07",15.14,9.52,135.29,"1,342.04",316.46,"2,882.21","1,342.04"
"1,045","1,448.28",12.72,9.80,138.83,"1,411.69",342.19,"2,912.98","1,411.69"
"1,046","1,696.70",57.23,9.80,134.91,"1,394.97",748.35,"2,709.26","1,394.97"
"1,047","1,979.12",114.92,8.87,126.13,"1,272.68","1,434.64","2,633.51","1,272.68"
"1,048","2,283.32",164.71,7.16,113.28,"1,053.51","1,901.98","2,369.49","1,053.51"
"1,049","2,643.45",221.50,4.98,101.68,743.03,"2,171.84","2,098.68",743.03
"1,050","2,947.70",340.08,2.27,60.23,361.64,"2,602.77","1,380.58",361.64
"1,051","3,083.22",293.39,0.49,9.25,79.61,"2,824.35",227.45,79.61
"1,052","3,010.97",249.54,0.00,0.00,0.00,"3,142.12",0.00,0.00
"1,053","2,855.36",256.74,0.00,0.00,0.00,"3,215.81",0.00,0.00
"1,054","2,641.68",211.66,0.00,0.00,0.00,"3,219.01",0.00,0.00
"1,055","2,413.36",151.49,0.00,0.00,0.00,"3,061.14",0.00,0.00
"1,056","2,226.67",156.54,0.00,0.00,0.00,"2,816.42",0.00,0.00
"1,057","2,138.60",154.03,0.00,0.00,0.00,"2,628.32",0.00,0.00
"1,058","2,098.09",118.77,0.00,0.00,0.00,"2,359.86",0.00,0.00
"1,059","2,065.64",110.87,0.00,0.00,0.00,"2,266.58",0.00,0.00
"1,060","2,041.73",115.33,0.00,0.00,0.00,"2,337.32",0.00,0.00
"1,061","2,047.41",114.94,0.00,0.00,0.00,"2,456.09",0.00,0.00
"1,062","2,148.64",136.46,0.00,0.00,0.00,"2,315.78",0.00,0.00
"1,063","2,292.49",108.06,0.61,16.50,73.21,"1,744.08",302.74,73.21
"1,064","2,343.72",71.92,1.44,64.00,172.00,"1,334.38","1,206.15",172.00
"1,065","2,266.64",50.90,3.93,106.20,528.15,"1,160.99","2,115.49",528.15
"1,066","2,219.57",43.19,6.23,117.27,868.24,"1,125.10","2,413.06",868.24
"1,067","2,275.72",31.40,8.00,125.48,"1,135.65","1,080.53","2,635.19","1,135.65"
"1,068","2,443.12",26.28,8.95,122.83,"1,298.09",990.88,"2,551.68","1,298.09"
"1,069","2,648.48",27.86,9.54,105.76,"1,341.38","1,091.26","2,601.75","1,341.38"
"1,070","2,898.37",37.23,7.34,99.68,"1,176.98","1,461.35","2,394.94","1,176.98"
"1,071","3,132.94",70.58,6.86,91.14,"1,085.33","1,906.21","2,369.14","1,085.33"
"1,072","3,402.82",97.34,6.38,71.50,962.84,"2,142.74","2,122.88",962.84
"1,073","3,714.42",92.42,3.99,44.89,684.81,"2,370.28","1,526.82",684.81
"1,074","3,923.29",107.04,1.80,30.12,328.51,"3,027.20",722.13,328.51
"1,075","3,956.14",114.38,0.26,6.17,64.17,"3,251.74",137.23,64.17
"1,076","3,819.58",117.64,0.00,0.00,0.00,"3,427.94",0.00,0.00
"1,077","3,574.17",188.55,0.00,0.00,0.00,"3,929.31",0.00,0.00
"1,078","3,230.74",370.03,0.00,0.00,0.00,"4,024.38",0.00,0.00
"1,079","2,937.76",381.43,0.00,0.00,0.00,"3,658.13",0.00,0.00
"1,080","2,693.67",325.40,0.00,0.00,0.00,"3,495.29",0.00,0.00
"1,081","2,520.00",328.56,0.00,0.00,0.00,"3,457.59",0.00,0.00
"1,082","2,379.07",308.44,0.00,0.00,0.00,"3,313.35",0.00,0.00
"1,083","2,295.61",296.50,0.00,0.00,0.00,"3,147.54",0.00,0.00
"1,084","2,242.50",284.76,0.00,0.00,0.00,"3,073.38",0.00,0.00
"1,085","2,212.20",285.29,0.00,0.00,0.00,"3,076.30",0.00,0.00
"1,086","2,272.28",249.06,0.00,0.00,0.00,"2,392.01",0.00,0.00
"1,087","2,371.19",252.41,0.60,14.25,65.82,"2,133.46",315.69,65.82
"1,088","2,443.77",248.73,1.45,58.23,188.93,"1,698.55","1,289.15",188.93
"1,089","2,389.61",210.42,3.38,91.66,523.61,"1,382.69","1,941.90",523.61
"1,090","2,347.22",180.95,5.41,118.53,810.32,"1,088.70","2,462.47",810.32
"1,091","2,386.85",175.14,6.33,128.61,"1,071.29",901.94,"2,560.56","1,071.29"
"1,092","2,532.21",169.64,8.00,131.65,"1,177.78",809.21,"2,745.43","1,177.78"
"1,093","2,733.35",173.84,8.76,135.12,"1,233.53",874.45,"2,870.20","1,233.53"
"1,094","2,961.00",176.67,8.84,128.83,"1,259.50","1,022.41","2,782.45","1,259.50"
"1,095","3,191.33",193.53,5.31,126.68,969.51,"1,297.03","2,648.26",969.51
"1,096","3,479.48",185.93,6.13,98.09,904.20,"1,378.39","2,552.71",904.20
"1,097","3,769.61",193.91,4.19,106.70,639.38,"1,645.73","2,193.26",639.38
"1,098","3,950.57",160.83,1.99,61.23,314.48,"1,615.35","1,260.43",314.48
"1,099","3,954.63",185.74,0.41,10.30,61.48,"2,150.66",223.12,61.48
"1,100","3,828.05",235.59,0.00,0.00,0.00,"2,693.93",0.00,0.00
"1,101","3,614.95",300.49,0.00,0.00,0.00,"3,217.50",0.00,0.00
"1,102","3,333.47",353.67,0.00,0.00,0.00,"3,400.75",0.00,0.00
"1,103","3,021.86",355.19,0.00,0.00,0.00,"3,283.21",0.00,0.00
"1,104","2,750.70",322.41,0.00,0.00,0.00,"2,911.62",0.00,0.00
"1,105","2,575.29",289.53,0.00,0.00,0.00,"2,499.89",0.00,0.00
"1,106","2,466.97",280.81,0.00,0.00,0.00,"2,306.48",0.00,0.00
"1,107","2,404.28",331.10,0.00,0.00,0.00,"2,453.61",0.00,0.00
"1,108","2,346.34",422.14,0.00,0.00,0.00,"2,590.11",0.00,0.00
"1,109","2,335.01",473.90,0.00,0.00,0.00,"2,581.89",0.00,0.00
"1,110","2,421.43",494.21,0.00,0.00,0.00,"2,582.86",0.00,0.00
"1,111","2,520.24",472.87,0.59,16.58,68.50,"2,233.62",334.24,68.50
"1,112","2,621.32",367.53,1.39,67.60,170.72,"1,485.73","1,370.47",170.72
"1,113","2,656.88",367.33,3.95,110.47,523.81,"1,596.52","2,315.89",523.81
"1,114","2,700.25",367.49,6.40,123.95,868.07,"1,603.04","2,634.43",868.07
"1,115","2,741.71",331.13,8.09,132.02,"1,127.74","1,634.68","2,798.69","1,127.74"
"1,116","2,858.30",355.01,9.43,137.82,"1,320.55","1,851.72","2,931.96","1,320.55"
"1,117","2,974.35",376.14,9.80,140.40,"1,408.20","2,024.84","2,976.25","1,408.20"
"1,118","3,067.93",383.22,9.78,138.76,"1,399.30","2,179.04","2,960.64","1,399.30"
"1,119","3,230.27",370.26,8.89,138.17,"1,291.34","2,287.95","2,934.01","1,291.34"
"1,120","3,471.79",350.53,7.26,133.84,"1,060.71","2,587.67","2,838.09","1,060.71"
"1,121","3,757.20",381.98,4.98,123.45,740.05,"2,915.10","2,658.40",740.05
"1,122","3,950.27",362.35,2.31,67.82,357.01,"2,718.22","1,528.67",357.01
"1,123","4,000.77",397.56,0.45,10.29,71.74,"3,610.04",249.93,71.74
"1,124","3,895.85",524.28,0.00,0.00,0.00,"4,045.79",0.00,0.00
"1,125","3,706.32",554.69,0.00,0.00,0.00,"3,977.91",0.00,0.00
"1,126","3,447.74",531.06,0.00,0.00,0.00,"3,814.34",0.00,0.00
"1,127","3,094.70",511.74,0.00,0.00,0.00,"3,871.34",0.00,0.00
"1,128","2,771.80",573.30,0.00,0.00,0.00,"4,331.98",0.00,0.00
"1,129","2,543.55",661.70,0.00,0.00,0.00,"4,334.21",0.00,0.00
"1,130","2,406.64",659.41,0.00,0.00,0.00,"4,319.54",0.00,0.00
"1,131","2,284.22",661.89,0.00,0.00,0.00,"4,263.58",0.00,0.00
"1,132","2,202.97",678.59,0.00,0.00,0.00,"4,192.78",0.00,0.00
"1,133","2,190.80",700.95,0.00,0.00,0.00,"4,165.57",0.00,0.00
"1,134","2,239.24",682.00,0.00,0.00,0.00,"3,884.30",0.00,0.00
"1,135","2,338.34",660.54,0.60,17.82,69.80,"3,703.69",355.37,69.80
"1,136","2,347.84",606.20,1.50,71.63,189.02,"3,260.39","1,507.44",189.02
"1,137","2,229.09",573.36,4.03,116.17,545.56,"3,078.96","2,477.28",545.56
"1,138","2,154.28",523.18,6.59,129.40,904.67,"2,838.30","2,755.50",904.67
"1,139","2,190.49",426.02,8.52,136.73,"1,182.74","2,479.68","2,911.56","1,182.74"
"1,140","2,333.71",320.63,9.67,140.44,"1,351.43","2,005.39","2,985.08","1,351.43"
"1,141","2,541.85",256.06,9.80,140.96,"1,443.10","1,675.06","3,000.00","1,443.10"
"1,142","2,799.58",232.50,9.80,140.96,"1,424.29","1,594.08","3,000.00","1,424.29"
"1,143","3,068.45",222.70,9.07,140.96,"1,297.70","1,742.54","3,000.00","1,297.70"
"1,144","3,336.58",229.29,7.43,140.96,"1,078.67","2,000.77","2,992.56","1,078.67"
"1,145","3,619.59",249.33,5.12,131.80,756.73,"2,309.67","2,825.77",756.73
"1,146","3,838.28",276.83,2.38,76.35,366.10,"2,577.28","1,678.75",366.10
"1,147","3,922.00",342.01,0.45,11.60,71.35,"3,331.39",275.51,71.35
"1,148","3,793.04",497.13,0.00,0.00,0.00,"4,261.96",0.00,0.00
"1,149","3,591.87",640.48,0.00,0.00,0.00,"4,729.89",0.00,0.00
"1,150","3,280.48",733.24,0.00,0.00,0.00,"5,034.47",0.00,0.00
"1,151","2,925.84",765.44,0.00,0.00,0.00,"5,036.95",0.00,0.00
