Hour,Load,Existing Onshore Wind,Existing Fixed PV,Existing Single Axis PV,Existing Rooftop PV,Proposed Onshore Wind,Proposed Single Axis PV,Proposed Rooftop PV
"5,179","3,243.89",295.96,0.00,0.00,0.00,"2,372.23",0.00,0.00
"5,180","3,180.09",287.56,0.00,0.00,0.00,"2,010.06",0.00,0.00
"5,181","3,005.95",276.24,0.00,0.00,0.00,"1,838.55",0.00,0.00
"5,182","2,730.78",256.63,0.00,0.00,0.00,"1,552.41",0.00,0.00
"5,183","2,413.91",231.07,0.00,0.00,0.00,"1,337.46",0.00,0.00
"5,184","2,217.67",207.17,0.00,0.00,0.00,"1,182.27",0.00,0.00
"5,185","2,075.84",190.39,0.00,0.00,0.00,"1,122.34",0.00,0.00
"5,186","1,995.21",179.09,0.00,0.00,0.00,"1,022.75",0.00,0.00
"5,187","1,978.72",171.36,0.00,0.00,0.00,971.55,0.00,0.00
"5,188","1,982.40",163.63,0.00,0.00,0.00,918.79,0.00,0.00
"5,189","2,025.86",164.31,0.00,0.00,0.00,919.73,0.00,0.00
"5,190","2,181.09",163.82,0.00,0.00,0.00,822.16,0.00,0.00
"5,191","2,604.24",146.38,0.00,0.00,0.00,811.60,0.00,0.00
"5,192","2,995.58",134.66,0.57,16.00,43.64,787.09,239.07,43.64
"5,193","2,918.08",98.83,3.02,78.28,255.72,499.82,"1,419.52",255.72
"5,194","2,677.86",77.10,4.22,94.11,389.50,477.79,"1,711.63",389.50
"5,195","2,442.91",82.87,3.95,105.83,378.06,505.41,"1,913.40",378.06
"5,196","2,227.46",73.11,4.41,116.10,428.83,478.83,"1,965.48",428.83
"5,197","2,157.12",59.99,3.03,111.13,402.61,452.97,"1,680.28",402.61
"5,198","2,259.71",51.80,2.09,92.62,372.51,406.55,"1,284.38",372.51
"5,199","2,286.22",50.62,1.30,80.49,316.97,363.84,"1,071.96",316.97
"5,200","2,421.61",49.90,1.03,51.66,276.77,308.75,795.40,276.77
"5,201","2,735.37",46.09,0.34,29.42,88.33,245.96,387.09,88.33
"5,202","3,093.12",31.99,0.00,0.68,4.90,50.62,10.74,4.90
"5,203","3,270.24",29.12,0.00,0.00,0.00,40.18,0.00,0.00
"5,204","3,148.57",39.16,0.00,0.00,0.00,43.61,0.00,0.00
"5,205","2,977.36",47.98,0.00,0.00,0.00,69.71,0.00,0.00
"5,206","2,744.01",62.08,0.00,0.00,0.00,165.39,0.00,0.00
"5,207","2,460.47",88.58,0.00,0.00,0.00,244.32,0.00,0.00
"5,208","2,245.49",107.74,0.00,0.00,0.00,349.05,0.00,0.00
"5,209","2,097.72",131.05,0.00,0.00,0.00,463.34,0.00,0.00
"5,210","2,021.74",162.73,0.00,0.00,0.00,663.50,0.00,0.00
"5,211","1,962.79",193.61,0.00,0.00,0.00,837.14,0.00,0.00
"5,212","1,950.39",220.39,0.00,0.00,0.00,926.22,0.00,0.00
"5,213","1,970.66",238.78,0.00,0.00,0.00,998.07,0.00,0.00
"5,214","2,051.17",239.57,0.00,0.00,0.00,"1,087.15",0.00,0.00
"5,215","2,197.38",261.81,0.00,0.00,0.00,"1,287.20",0.00,0.00
"5,216","2,388.25",309.73,0.30,3.43,33.42,"1,362.14",135.54,33.42
"5,217","2,319.79",293.42,1.41,23.94,201.93,983.13,693.57,201.93
"5,218","2,046.88",265.37,3.49,59.09,509.94,889.84,"1,006.86",509.94
"5,219","1,811.81",279.32,4.75,71.28,628.60,"1,327.84","1,323.17",628.60
"5,220","1,641.92",294.51,4.01,60.90,563.84,"1,697.12","1,457.87",563.84
"5,221","1,572.89",261.47,4.56,66.97,610.53,"1,883.37","1,491.53",610.53
"5,222","1,597.95",221.93,3.97,44.03,780.49,"2,194.92","1,290.65",780.49
"5,223","1,616.14",196.91,2.84,47.40,648.80,"2,388.44","1,174.08",648.80
"5,224","1,800.85",187.56,1.82,36.29,501.31,"2,141.16",879.20,501.31
"5,225","2,236.01",175.87,0.45,15.79,214.74,"1,951.24",438.17,214.74
"5,226","2,683.42",216.50,0.02,0.52,8.26,"2,091.78",20.99,8.26
"5,227","2,877.88",239.59,0.00,0.00,0.00,"2,268.02",0.00,0.00
"5,228","2,769.52",260.18,0.00,0.00,0.00,"2,432.12",0.00,0.00
"5,229","2,655.52",281.93,0.00,0.00,0.00,"2,687.13",0.00,0.00
"5,230","2,499.19",316.16,0.00,0.00,0.00,"2,949.54",0.00,0.00
"5,231","2,326.19",317.70,0.00,0.00,0.00,"3,044.15",0.00,0.00
"5,232","2,142.77",315.25,0.00,0.00,0.00,"2,924.50",0.00,0.00
"5,233","1,987.54",314.57,0.00,0.00,0.00,"2,900.31",0.00,0.00
"5,234","1,907.73",319.99,0.00,0.00,0.00,"2,947.48",0.00,0.00
"5,235","1,874.56",336.73,0.00,0.00,0.00,"2,817.09",0.00,0.00
"5,236","1,835.17",331.33,0.00,0.00,0.00,"2,610.01",0.00,0.00
"5,237","1,847.62",326.20,0.00,0.00,0.00,"2,549.04",0.00,0.00
"5,238","1,896.43",301.59,0.00,0.00,0.00,"1,820.35",0.00,0.00
"5,239","1,999.39",271.36,0.00,0.00,0.00,"1,715.35",0.00,0.00
"5,240","2,131.38",284.88,0.20,5.00,30.72,"1,753.12",150.71,30.72
"5,241","2,194.18",258.95,0.78,54.19,145.49,"1,648.52","1,005.63",145.49
"5,242","1,918.46",183.31,0.90,56.55,395.77,"1,288.12","1,287.39",395.77
"5,243","1,543.84",194.53,1.86,62.96,787.94,"1,412.08","1,241.64",787.94
"5,244","1,329.68",203.64,3.82,60.01,992.81,"1,473.06","1,484.22",992.81
"5,245","1,270.06",170.22,5.78,32.19,"1,060.26","1,634.12","1,535.23","1,060.26"
"5,246","1,241.28",146.09,5.93,40.30,"1,079.37","1,494.67","1,412.06","1,079.37"
"5,247","1,372.73",116.25,6.76,45.44,952.82,"1,402.17","1,625.65",952.82
"5,248","1,710.95",94.92,5.36,40.22,705.34,"1,014.34","1,471.84",705.34
"5,249","2,138.05",80.98,2.35,34.79,418.52,738.23,"1,058.44",418.52
"5,250","2,627.55",83.98,0.12,0.91,15.54,625.26,35.30,15.54
"5,251","2,911.16",118.30,0.00,0.00,0.00,707.69,0.00,0.00
"5,252","2,879.03",179.13,0.00,0.00,0.00,821.84,0.00,0.00
"5,253","2,725.44",224.11,0.00,0.00,0.00,"1,030.95",0.00,0.00
"5,254","2,489.36",235.26,0.00,0.00,0.00,"1,102.51",0.00,0.00
"5,255","2,223.50",238.39,0.00,0.00,0.00,"1,191.69",0.00,0.00
"5,256","2,029.30",241.49,0.00,0.00,0.00,"1,302.75",0.00,0.00
"5,257","1,915.19",248.79,0.00,0.00,0.00,"1,649.65",0.00,0.00
"5,258","1,865.10",258.14,0.00,0.00,0.00,"2,110.23",0.00,0.00
"5,259","1,850.51",275.69,0.00,0.00,0.00,"2,505.23",0.00,0.00
"5,260","1,854.77",309.92,0.00,0.00,0.00,"2,907.20",0.00,0.00
"5,261","1,911.54",354.02,0.00,0.00,0.00,"3,298.58",0.00,0.00
"5,262","2,063.68",434.90,0.00,0.00,0.00,"3,734.98",0.00,0.00
"5,263","2,367.35",462.88,0.00,0.00,0.00,"4,013.75",0.00,0.00
"5,264","2,661.43",438.15,0.51,9.31,41.27,"4,048.56",228.24,41.27
"5,265","2,632.73",388.21,1.75,72.94,211.21,"3,943.73","1,284.13",211.21
"5,266","2,444.41",400.52,4.22,76.20,509.52,"4,099.47","1,650.30",509.52
"5,267","2,353.18",566.65,5.92,87.05,456.44,"4,808.45","1,975.69",456.44
"5,268","2,591.48",663.43,6.12,84.44,607.76,"5,409.80","1,864.98",607.76
"5,269","2,611.85",749.49,4.41,97.75,497.47,"5,615.79","1,655.75",497.47
"5,270","2,634.63",685.75,4.64,76.64,246.90,"5,449.36","1,691.64",246.90
"5,271","2,606.85",655.92,1.77,55.13,338.11,"5,407.70","1,212.25",338.11
"5,272","2,550.01",614.59,0.70,46.27,332.40,"5,075.08","1,197.29",332.40
"5,273","2,665.32",581.79,0.19,31.08,198.33,"5,091.90",547.38,198.33
"5,274","3,119.65",469.73,0.01,0.81,17.56,"4,303.23",16.32,17.56
"5,275","3,337.84",483.85,0.00,0.00,0.00,"3,714.40",0.00,0.00
"5,276","3,229.30",563.67,0.00,0.00,0.00,"3,849.51",0.00,0.00
"5,277","3,016.88",628.11,0.00,0.00,0.00,"4,189.42",0.00,0.00
"5,278","2,710.85",664.36,0.00,0.00,0.00,"4,413.32",0.00,0.00
"5,279","2,402.84",682.30,0.00,0.00,0.00,"4,697.12",0.00,0.00
"5,280","2,147.48",704.81,0.00,0.00,0.00,"4,738.80",0.00,0.00
"5,281","2,010.25",742.07,0.00,0.00,0.00,"4,665.68",0.00,0.00
"5,282","1,951.82",783.24,0.00,0.00,0.00,"4,602.93",0.00,0.00
"5,283","1,921.16",797.55,0.00,0.00,0.00,"4,530.53",0.00,0.00
"5,284","1,927.91",816.82,0.00,0.00,0.00,"4,323.01",0.00,0.00
"5,285","1,991.30",841.92,0.00,0.00,0.00,"4,117.67",0.00,0.00
"5,286","2,187.22",822.22,0.00,0.00,0.00,"4,131.77",0.00,0.00
"5,287","2,541.87",835.97,0.00,0.00,0.00,"4,178.54",0.00,0.00
"5,288","2,976.10",835.51,0.57,13.74,44.25,"4,562.76",246.58,44.25
"5,289","3,052.54",794.82,2.69,76.34,259.13,"4,451.09","1,296.79",259.13
"5,290","3,075.14",891.06,4.27,67.71,575.18,"5,047.08","1,574.34",575.18
"5,291","2,889.89",903.65,5.52,90.39,836.54,"5,299.42","1,761.71",836.54
"5,292","2,592.95",871.17,6.77,97.51,"1,010.51","5,178.50","2,089.32","1,010.51"
"5,293","2,593.99",845.64,7.95,108.35,"1,157.50","5,153.80","2,267.29","1,157.50"
"5,294","2,322.08",827.25,8.43,97.32,"1,121.79","5,223.42","2,377.65","1,121.79"
"5,295","2,376.21",832.12,5.07,75.84,789.16,"5,500.49","1,916.87",789.16
"5,296","2,516.33",867.02,4.66,70.00,618.66,"5,326.49","1,935.90",618.66
"5,297","2,979.45",818.93,2.77,53.18,328.83,"5,055.13","1,513.78",328.83
"5,298","3,422.94",652.68,0.16,2.01,24.72,"4,642.98",52.98,24.72
"5,299","3,651.82",577.49,0.00,0.00,0.00,"3,718.96",0.00,0.00
"5,300","3,533.12",491.85,0.00,0.00,0.00,"3,272.49",0.00,0.00
"5,301","3,305.83",447.56,0.00,0.00,0.00,"2,938.64",0.00,0.00
"5,302","2,938.37",417.58,0.00,0.00,0.00,"2,830.07",0.00,0.00
"5,303","2,541.22",381.21,0.00,0.00,0.00,"2,928.29",0.00,0.00
"5,304","2,259.71",360.77,0.00,0.00,0.00,"2,838.52",0.00,0.00
"5,305","2,114.96",346.02,0.00,0.00,0.00,"2,679.02",0.00,0.00
"5,306","2,053.03",323.81,0.00,0.00,0.00,"2,558.34",0.00,0.00
"5,307","2,010.22",309.92,0.00,0.00,0.00,"2,588.15",0.00,0.00
"5,308","2,026.22",309.35,0.00,0.00,0.00,"2,695.70",0.00,0.00
"5,309","2,092.18",306.91,0.00,0.00,0.00,"2,696.36",0.00,0.00
"5,310","2,245.91",293.52,0.00,0.00,0.00,"2,527.11",0.00,0.00
"5,311","2,646.82",295.70,0.00,0.00,0.00,"2,331.50",0.00,0.00
"5,312","3,011.47",290.97,0.87,18.53,58.04,"1,934.08",433.07,58.04
"5,313","2,818.02",266.47,3.63,95.30,297.33,"1,330.34","1,918.20",297.33
"5,314","2,352.89",261.44,5.99,116.22,592.57,"1,476.60","2,365.95",592.57
"5,315","1,858.62",309.18,8.01,127.82,905.71,"2,515.56","2,492.33",905.71
"5,316","1,561.55",358.18,9.11,128.04,"1,138.49","2,692.74","2,358.80","1,138.49"
"5,317","1,470.09",386.50,8.95,116.68,"1,180.08","2,791.71","1,953.39","1,180.08"
"5,318","1,469.12",385.15,4.83,114.96,785.88,"2,840.70","1,729.66",785.88
"5,319","1,609.66",391.16,2.09,66.61,549.29,"2,854.82","1,031.91",549.29
"5,320","1,778.83",335.16,1.29,57.06,304.27,"2,203.91","1,126.70",304.27
"5,321","2,206.63",287.23,0.74,33.61,221.08,"1,670.66",840.95,221.08
"5,322","2,792.31",263.12,0.04,1.71,13.62,"1,248.87",35.65,13.62
"5,323","3,182.02",240.35,0.00,0.00,0.00,"1,221.23",0.00,0.00
"5,324","3,209.54",250.14,0.00,0.00,0.00,"1,336.03",0.00,0.00
"5,325","3,055.62",271.64,0.00,0.00,0.00,"1,393.25",0.00,0.00
"5,326","2,753.76",285.42,0.00,0.00,0.00,"1,434.63",0.00,0.00
"5,327","2,401.20",288.48,0.00,0.00,0.00,"1,438.18",0.00,0.00
"5,328","2,136.10",277.65,0.00,0.00,0.00,"1,349.36",0.00,0.00
"5,329","2,007.04",285.42,0.00,0.00,0.00,"1,304.55",0.00,0.00
"5,330","1,917.26",286.85,0.00,0.00,0.00,"1,231.70",0.00,0.00
"5,331","1,880.57",278.97,0.00,0.00,0.00,"1,185.76",0.00,0.00
"5,332","1,911.58",281.85,0.00,0.00,0.00,"1,201.32",0.00,0.00
"5,333","1,988.04",298.89,0.00,0.00,0.00,"1,275.80",0.00,0.00
"5,334","2,215.35",320.52,0.00,0.00,0.00,"1,533.17",0.00,0.00
"5,335","2,613.48",326.66,0.00,0.00,0.00,"1,575.87",0.02,0.00
"5,336","2,954.06",302.27,0.78,19.46,104.09,"1,353.05",457.30,104.09
"5,337","2,664.43",207.25,3.13,102.39,467.03,623.71,"1,944.90",467.03
"5,338","2,208.87",135.74,5.30,116.02,789.39,505.59,"2,296.71",789.39
"5,339","1,810.61",137.11,7.66,120.61,"1,077.52",737.24,"2,460.21","1,077.52"
"5,340","1,525.41",139.51,8.97,97.56,"1,232.85",808.59,"2,413.18","1,232.85"
"5,341","1,418.16",122.87,7.92,72.21,"1,226.59",700.34,"2,044.42","1,226.59"
"5,342","1,448.49",102.81,6.13,68.66,"1,176.63",594.40,"1,896.49","1,176.63"
"5,343","1,622.47",91.22,3.91,62.99,938.42,526.27,"1,640.28",938.42
"5,344","1,810.10",85.31,1.88,50.07,503.85,472.16,"1,441.38",503.85
"5,345","2,192.41",78.63,0.99,36.28,307.62,475.02,"1,067.12",307.62
"5,346","2,707.89",94.38,0.07,3.05,15.46,539.83,74.37,15.46
"5,347","3,078.03",177.01,0.00,0.00,0.00,"1,066.22",0.00,0.00
"5,348","3,094.48",260.94,0.00,0.00,0.00,"1,629.39",0.00,0.00
"5,349","2,960.11",344.38,0.00,0.00,0.00,"2,135.81",0.00,0.00
"5,350","2,686.95",429.09,0.00,0.00,0.00,"2,524.34",0.00,0.00
"5,351","2,388.90",509.63,0.00,0.00,0.00,"2,836.40",0.00,0.00
"5,352","2,153.52",576.37,0.00,0.00,0.00,"3,098.77",0.00,0.00
"5,353","2,012.42",637.01,0.00,0.00,0.00,"3,301.95",0.00,0.00
"5,354","1,934.95",706.28,0.00,0.00,0.00,"3,702.47",0.00,0.00
"5,355","1,902.02",756.32,0.00,0.00,0.00,"4,056.92",0.00,0.00
"5,356","1,909.58",794.35,0.00,0.00,0.00,"4,472.61",0.00,0.00
"5,357","1,966.85",818.41,0.00,0.00,0.00,"4,745.44",0.00,0.00
"5,358","2,175.73",839.34,0.00,0.00,0.00,"4,989.23",0.00,0.00
"5,359","2,539.31",837.97,0.00,0.00,0.00,"5,040.44",0.02,0.00
